"id","game_uid","game_name","vendor","game_type","game_icon","description","is_active","created_at","updated_at"
1037,"2f42ef84333961841928d92c029d204f","Ultra Hold and Spin","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Ultra-Hold-and-Spin.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1038,"5fcc23cf91acd1f355201351b7a3f26e","Curse of the Werewolf Megaways","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Curse-of-the-Werewolf-Megaways.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1039,"39371d94a147acda0ae347028f9f9ec4","Jungle Gorilla","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Jungle-Gorilla.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1042,"5ecabbfd86af974d3807dd15f157f40f","Street Racer","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Street-Racer.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1043,"46679fbc1601f8dccb63c64d775ce5a9","Drago - Jewels of Fortune","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Drago-Jewels-of-Fortune.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1044,"cc917be61e0ae94a5bfbdb02effc1ec5","Pyramid King","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Pyramid-King.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1045,"4a7e158a0c40fa00d7421b34f6a696c7","Ultra Burn","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Ultra-Burn.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1046,"c829549200d90e7a6b7a48eee41e5a3c","Starz Megaways","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Starz-Megaways.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1048,"96b06f36e0c200eea05b00d566d220c8","John Hunter and the Book of Tut","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/John-Hunter-and-the-Book-of-Tut.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1049,"55180df7fa1b780975c9c0a19b54d8ee","Three Star Fortune","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Three-Star-Fortune.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
2313,"362714f8384ac625c50da8def330e897","Voodoo People","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1051,"9ae32c564eb98c3c00d2f20fe1f1c2d9","Hot to Burn","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Hot-to-Burn.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1052,"ec93c88133566994657c4d9eac73443a","Dance Party","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Dance-Party.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1054,"369a2383e2bba7509748f15b4c407e5f","Fruit Rainbow","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Fruit-Rainbow.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1055,"1d920015f841a5c3b43df24188570a2f","The Wild Machine","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/The-Wild-Machine.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1057,"13b568ca10943393f4c9b88669ab45c8","Mysterious","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Mysterious.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1058,"dfd9384b354f1ed44ed70fa69866e196","Master Joker","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Master-Joker.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1060,"b776755b597c497bee6fc4e414d72915","Release the Kraken","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Release-the-Kraken.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1061,"eb2d846b9948bf6779fa0c68ad2f0c23","Buffalo King","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Buffalo-King.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1062,"8dba2e619f5881a85d698746b8a39942","Magic Journey","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Magic-Journey.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1063,"cc2744737c9ea3d8a192f375af176b09","Money Mouse","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Money-Mouse.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1065,"5191554cb700b8418f1821527f66a5c7","Greek Gods","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Greek-Gods.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
2314,"2eceb69abe28088ebd587e3d20e42132","Top Eagle","bgaming","Crash","",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1067,"c4d39983d1058da54ecdc773b7b3203e","Hercules and Pegasus","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Hercules-and-Pegasus.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1068,"b04d9cd89be5d93602d9a484f8bfe575","Fire Strike","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Fire-Strike.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1069,"3c61adb9dab9d17e9ff5af76f9a1a221","Honey Honey Honey","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Honey-Honey-Honey.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1070,"9568158adcd8e1242e5fb05b7624de22","Super Joker","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Super-Joker.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1071,"6ea631cad8e04b5596da2ab771a81198","John Hunter and the Tomb of the Scarab Queen","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/John-Hunter-and-the-Tomb-of-the-Scarab-Queen.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1072,"e90c55a65b2d48bf31d0c411b643245f","Tree of Riches","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Tree-of-Riches.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1073,"749e78a2062d25c3541cd998eac730c8","The Great Chicken Escape","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/The-Great-Chicken-Escape.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1074,"2f1c795668c251660ab797e951859dd2","Vampires VS Wolves","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Vampires-vs-Wolves.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1075,"8c51d3f8b59cf20bdf4110c6c5baa206","Hot Chilli","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Hot-Chilli.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1076,"6bb91619b093e2f21d555c94303f376e","John Hunter and the Aztec Treasure","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/John-Hunter-and-the-Aztec-Treasure.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1077,"2d9f6a48204137fbeaca92e979e75666","Monkey Warrior","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Monkey-Warrior.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1079,"61a6d88cd41af562e7eaf682e1725bb6","Wild Pixies","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Wild-Pixies.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1081,"71382cb9cad6b853a2e8f6975798aff0","Caishen's Cash","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Caishen's-Cash.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1082,"e2d420462a8875bb96bf72148cbfd599","Pirate Gold","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Pirate-Gold.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1084,"e20027b755b02a3939f3136315e97aba","Egyptian Fortunes","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Egyptian-Fortunes.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1085,"d54b53239e52679436d9fd4776545ff4","Extra Juicy","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Extra-Juicy.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1086,"765ac1bad81b9f081c40dff3042f0d20","Wild Gladiator","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Wild-Gladiator.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1087,"09edd9fdd6b7306f7e52fad516a0a866","Treasure Horse","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Treasure-Horse.png",NULL,True,"2026-09-11 16:56:00.567+05:30","2026-09-11 16:56:00.567+05:30"
1088,"cddafd802c3df5592fa22cfc1bccf57d","Safari King","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Safari-King.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1089,"3fdf115b63a60711c18d55c39371a68d","Leprechaun Carol","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Leprechaun-Carol.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1090,"12afb282e7568a94bd22aeb7e87a29ec","Mustang Gold","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Mustang-Gold.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1091,"12c7a1d1d24a0055efdc8c44e9ed1c6a","Triple Dragons","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Triple-Dragons.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1093,"1329417dfec2ff1842468c5de8c3ea92","Vegas Magic","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Vegas-Magic.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1094,"cd8babe80669b3f4b2ad6499948a2d28","Master Chen's Fortune","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Master-Chen's-Fortune.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1095,"e8e0e00455fa575b83a788110ae59be1","Da Vinci's Treasure","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Da-Vinci's-Treasure.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1096,"684bc8f6b763fdc92ae2fcdbf2ed213c","Peking Luck","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Peking-Luck.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1097,"927d144709664384b785a7b5a738654a","Leprechaun Song","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Leprechaun-Song.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1098,"1bf6fd4cd34c99c1f169bb0370354d76","Jade Butterfly","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Jade-Butterfly.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1099,"88bc3e497f424df40b0f72989e2b57fe","Madame Destiny","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Madame-Destiny.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1102,"a5d72bf4818f1461cb4c7eac8111dc2d","Great Rhino","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Great-Rhino.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1103,"97bd5b1e85dcd00b3cc141a5f3527529","Joker's Jewels","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Joker's-Jewels.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1104,"c15c84757d0bcee112913fa03c56aa0c","Fairytale Fortune","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Fairytale-Fortune.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1105,"dc28fc48a87636549f9298e4dcd25b53","Fire 88","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Fire-88.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1106,"b04cda159e4fcca273ca5f00e34f883f","Chilli Heat","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Chilli-Heat.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1108,"826d4ce68597c8649303fe0b293840d3","Gold Rush","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Gold-Rush.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1109,"d8d02a9f7b7411e87c58234236c70c4e","Lucky New Year","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Lucky-New-Year.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1111,"be0c7e72bfc9b2a9186793e005e57ee6","Triple Tigers","pragmatic","Classic Games","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Triple-Tigers.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1112,"ac7e4abe509cbfe467f884bb18d338b2","Diamonds are Forever 3 Lines","pragmatic","Classic Games","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Diamonds-are-Forever-3-Lines.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1113,"a24ff258a3900048358b680ca710be53","Monkey Madness","pragmatic","Classic Games","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Monkey-Madness.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1114,"27bc99906b89b77408654d25d40d9f1a","Santa","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Santa.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1117,"cc02d14ebc1704bc54af93a07557fef0","Vegas Nights","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Vegas-Nights.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1118,"384eac35bfcf5d6857f8a2c692cdbb8a","Wild Spells","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Wild-Spells.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1119,"a2c7dd829aa83dc2115e969471da9eda","Diamond Strike","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Diamond-Strike.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1120,"4d530e5363907c3799f15bee86023202","Panda's Fortune","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Panda's-Fortune.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1121,"b5a07ce27f013b6c825f1c2ed253ae19","Queen Of Gold","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Queen-of-Gold.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1122,"6622a2e83f83ba36c64ac90bd0ccf071","8 Dragons","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/8-Dragons.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1123,"edfe77c093e19c861d8424b90ce7653b","Wolf Gold","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Wolf-Gold.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1124,"2d4bdde60b24d1fccafdcaff37e52ab8","Dragon Kingdom","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Dragon-Kingdom.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1125,"df031f0444447df88d09c485222fac7f","3 Kingdoms - Battle of Red Cliffs","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/3-Kingdoms-Battle-of-Red-Cliffs.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1126,"63a19510c7ab63562b631c97a4604d6d","Gold Train","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Gold-Train.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1128,"a45e9955733a64f20f4fdf051166026a","Hercules Son Of Zeus","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Hercules-Son-of-Zeus.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1129,"b8e890effbd62cec2ee8379b54054410","Journey to the West","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Journey-to-the-West.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1130,"6ed7c1fa8021f2834ede376afd20e4c5","Lucky Dragons","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Lucky-Dragons.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1131,"635fe7b019b4dfbc89f71f87f8fb5997","Caishen's Gold","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Caishen's-Gold.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1132,"9bd44b5c84d9abb96eb7ecc9d5500f11","Pixie Wings","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Pixie-Wings.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1133,"397959b20dd458657eb10f177884c25c","Great Reef","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Great-Reef.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1134,"6ceed907bb1461cb78c5244bf8dfe2d5","3 Genie Wishes","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/3-Genie-Wishes.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1135,"6afdacbabb9207724df04a4ba94e2f1c","Irish Charms","pragmatic","Classic Games","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Irish-Charms.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1136,"058e47691b7ce09959a73ca237523e4c","Dwarven Gold Deluxe","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Dwarven-Gold-Deluxe.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1927,"d7914de408fcca390fecae68336aa07b","Donut Division","hacksaw","Slot","https://example.com/game-icons/donut.png",NULL,True,"2026-09-11 16:56:00.743+05:30","2026-09-11 16:56:00.743+05:30"
1137,"f682eec1fc2a3075d1be80a5cea9c206","Mighty Kong","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Mighty-Kong.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1138,"b9ce78f7e39d12557a194f9ef4d87998","Hot Safari","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Hot-Safari.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1139,"0e511a855cd1a0f4ad2a2474de83e8f6","Lady Godiva","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/Lady-Godiva.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1140,"e3a626bb5e72a1ed2ba24ecacaef1923","7 Monkeys","pragmatic","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/pp/7-Monkeys.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1141,"d58b1c2dd6456da42b2c1a33c70c1630","Emperor Qin","ideal","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/yesgaming/ht-emperorqin.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1142,"b6668f2abcfff3f7f78ae92fe908f99f","Cracker","ideal","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/yesgaming/ht-cracker.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1143,"017c1edeaf54d4684d675055c44a6f7e","FaFaFa","ideal","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/yesgaming/ht-fafafa.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1144,"654155802c34cee717e943c4e2bb6bfe","Gold Toad","ideal","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/yesgaming/ht-goldtoad.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1145,"eb8dd621ea38d742ff846362a9b1085d","Lion Legend","ideal","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/yesgaming/ht-lionlegend.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1146,"697993800419bf160901aa9133cde524","Goblin's Gold","ideal","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/yesgaming/ht-goblingold.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1147,"bf0ae3c404807429451d088725ae5377","The Unsurpassed Grace","ideal","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/yesgaming/ht-theunsurpassedgrace.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1148,"8249b0e703ceb0816f3645dbac0a83ce","Arctic King","ideal","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/yesgaming/ht-arcticking.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1149,"f23ad5acc6c690a45f1280ba49d28266","Jalapeno","ideal","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/yesgaming/ht-jalapeno.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1150,"484025f23c821e32fc6ac31ff75613d6","Ice Age Mammoths","ideal","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/yesgaming/ht-iceagemammoths.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1151,"e2a8a030f69553e9dd8f287c11bed399","Zorro","ideal","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/yesgaming/ht-zorro.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1152,"316aa38ad4468a2ab757ff5a8836ab59","Three Kings","ideal","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/yesgaming/ht-threekings.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
1153,"96b1f087066664f4bbf547719f4ce562","Panda Warrior","ideal","Slot Game","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/yesgaming/ht-pandawarrior.png",NULL,True,"2026-09-11 16:56:00.601+05:30","2026-09-11 16:56:00.601+05:30"
